ID,Bank branch,Funding type,Funding classification,Customer sector,Funding value,Installement value,Exchange date,Gender,Age,Social status,Special needs,Family members,Saving loan,Income
240,Hail,Project,Emerging,NULL,180000,>= 1000,2019/01,Male,>= 30,Single,No,< 02,No,< 5000
241,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 60,Divorced,No,>= 05,No,< 5000
242,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 60,Divorced,No,>= 05,No,>= 7500
243,Tabuk,Social,Marriage,Government employee,54000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
244,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
245,Hail,Social,Family,NULL,24000,< 1000,2019/01,Female,>= 40,Widow,No,>= 05,No,< 5000
246,Hail,Social,Family,NULL,24000,< 1000,2019/01,Female,>= 40,Widow,No,>= 05,No,< 5000
247,Hail,Project,Emerging,NULL,159000,>= 1000,2019/01,Female,< 30,Single,No,< 02,No,< 5000
248,Hail,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
249,Hail,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
250,Hail,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 30,Married,Yes,>= 02,No,>= 7500
251,Hail,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 30,Married,Yes,>= 02,No,< 5000
252,Hail,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
253,Hail,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 10000
254,Hail,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
255,Hail,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
256,Hail,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
257,Hail,Project,Emerging,NULL,90000,< 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
258,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
259,Hail,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
260,Hail,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
261,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 05,Yes,>= 7500
262,Hail,Social,Marriage,Government employee,48000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
263,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
264,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 60,Widow,No,>= 02,No,>= 5000
265,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 60,Widow,No,>= 02,No,< 5000
266,Hail,Project,Emerging,NULL,191000,>= 1000,2019/01,Female,< 30,Single,No,< 02,No,< 5000
267,Taif,Social,Marriage,Government company employee,60000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
268,Hail,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
269,Hail,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
270,Hail,Social,Marriage,Private sector employee,30000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
271,Hail,Social,Marriage,Private sector employee,30000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
272,Hail,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,>= 10000
273,Hail,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,< 5000
274,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
275,Hail,Social,Marriage,Government employee,18000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
276,Hail,Social,Marriage,Government employee,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 7500
277,Hail,Social,Marriage,Government employee,18000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
278,Hail,Social,Marriage,Government employee,18000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
279,Hail,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 10000
280,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
281,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
282,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
283,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 10,No,>= 10000
284,Hail,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
285,Hail,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,< 5000
286,Hail,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
287,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Female,< 30,Divorced,No,>= 02,No,< 5000
288,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Female,< 30,Divorced,No,>= 02,No,>= 10000
289,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
290,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
291,Hail,Social,Marriage,Government employee,24000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
292,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
293,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
294,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
295,Hail,Social,Family,Government employee,48000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 05,No,>= 7500
296,Taif,Social,Family,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
297,Taif,Social,Family,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
298,Hail,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 5000
299,Hail,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 05,Yes,>= 7500
300,Hail,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
301,Hail,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
302,Hail,Social,Family,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 7500
303,Hail,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
304,Taif,Social,Renovation,NULL,60000,< 1000,2019/01,Female,>= 60,Widow,No,< 02,No,< 5000
305,Hail,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
306,Hail,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 30,Divorced,No,>= 02,No,< 5000
307,Hail,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 30,Divorced,No,>= 02,No,< 5000
308,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Divorced,No,>= 02,No,>= 10000
309,Hail,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Divorced,No,>= 02,No,< 5000
310,Hail,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
311,Tabuk,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
312,Taif,Social,Renovation,NULL,60000,< 1000,2019/01,Female,>= 60,Widow,No,< 02,No,>= 10000
313,Taif,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
314,Taif,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
315,Hail,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
316,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 10,No,< 5000
317,Taif,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
318,Taif,Project,Emerging,NULL,236000,>= 1000,2019/02,Female,>= 30,Married,No,< 02,No,< 5000
319,Jeddah,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
320,Jeddah,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
321,Kharj,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 5000
322,Kharj,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
323,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,>= 10000
324,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,< 5000
325,Taif,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,< 5000
326,Taif,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,>= 7500
327,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
328,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
329,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
330,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 10,No,>= 7500
331,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 10,No,< 5000
332,Taif,Social,Marriage,Private sector employee,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
333,Taif,Social,Marriage,Private sector employee,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
334,Taif,Project,Emerging,NULL,184000,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,< 5000
335,Taif,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
336,Medina,Project,Solution,Government employee,150000,>= 1000,2019/03,Female,>= 30,Married,No,< 02,No,< 5000
337,Taif,Social,Family,Private sector employee,42000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 05,No,< 5000
338,Taif,Social,Family,Private sector employee,42000,< 1000,2019/01,Female,>= 30,Divorced,No,>= 05,No,>= 5000
339,Taif,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
340,Taif,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
341,Taif,Social,Marriage,Government employee,18000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
342,Taif,Social,Family,Private sector employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
343,Taif,Social,Family,Private sector employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,< 5000
344,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
345,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
346,Jeddah,Social,Marriage,Government employee,30000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
347,Taif,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 7500
348,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
349,Taif,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
350,Taif,Social,Family,NULL,48000,< 1000,2019/02,Female,>= 40,Divorced,No,>= 02,No,< 5000
351,Taif,Social,Family,NULL,48000,< 1000,2019/02,Female,>= 40,Divorced,No,>= 02,No,>= 7500
352,Jeddah,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 40,Widow,No,>= 02,No,< 5000
353,Jeddah,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 40,Widow,No,>= 02,No,>= 5000
354,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
355,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
356,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
357,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
358,Taif,Social,Marriage,Government employee,36000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
359,Taif,Social,Marriage,Private sector employee,48000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,Yes,>= 10000
360,Taif,Social,Marriage,Private sector employee,48000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,Yes,< 5000
361,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
362,Taif,Transfer,Taxi cab,NULL,99935,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
363,Taif,Transfer,Taxi cab,NULL,99935,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,>= 7500
364,Taif,Project,Solution,NULL,185000,>= 1000,2019/02,Female,>= 40,Divorced,No,< 02,No,< 5000
365,Taif,Project,Emerging,NULL,112000,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,< 5000
366,Taif,Social,Marriage,Government employee,36000,< 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 7500
367,Taif,Project,Emerging,NULL,162000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
368,Tabuk,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 40,Widow,No,>= 02,No,< 5000
369,Tabuk,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 40,Widow,No,>= 02,No,>= 10000
370,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
371,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
372,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
373,Taif,Social,Renovation,NULL,48000,< 1000,2019/01,Female,>= 60,Widow,No,>= 10,No,>= 7500
374,Taif,Social,Renovation,NULL,48000,< 1000,2019/01,Female,>= 60,Widow,No,>= 10,No,< 5000
375,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 02,Yes,< 5000
376,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 02,Yes,>= 10000
377,Taif,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 40,Widow,No,>= 05,No,< 5000
378,Taif,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 40,Widow,No,>= 05,No,< 5000
379,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
380,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
381,Taif,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
382,Taif,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
383,Taif,Project,Emerging,NULL,180000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
384,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
385,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
386,Taif,Social,Marriage,Private sector employee,24000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
387,Taif,Social,Marriage,Private sector employee,24000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
388,Taif,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
389,Taif,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
390,Taif,Project,Emerging,NULL,131000,>= 1000,2019/01,Female,>= 30,Married,No,< 02,No,< 5000
391,Taif,Project,Emerging,NULL,73000,< 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
392,Jeddah,Social,Family,NULL,60000,>= 1000,2019/02,Female,< 30,Divorced,No,>= 02,No,< 5000
393,Jeddah,Social,Family,NULL,60000,>= 1000,2019/02,Female,< 30,Divorced,No,>= 02,No,>= 7500
394,Medina,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,>= 7500
395,Taif,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
396,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 5000
397,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
398,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 5000
399,Taif,Social,Marriage,NULL,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
400,Taif,Social,Marriage,NULL,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
401,Taif,Project,Emerging,NULL,180000,>= 1000,2019/02,Female,< 30,Married,No,< 02,No,< 5000
402,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,>= 40,Married,No,>= 02,No,>= 10000
403,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,>= 40,Married,No,>= 02,No,< 5000
404,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 7500
405,Taif,Social,Marriage,Government employee,24000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
406,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
407,Taif,Social,Marriage,Government employee,42000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
408,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
409,Taif,Social,Family,NULL,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
410,Taif,Social,Family,NULL,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
411,Taif,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
412,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
413,Taif,Project,Solution,NULL,131000,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,< 5000
414,Taif,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 05,No,>= 7500
415,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
416,Taif,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
417,Taif,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
418,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 5000
419,Taif,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
420,Taif,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
421,Taif,Social,Family,Government employee,24000,< 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
422,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 02,No,< 5000
423,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 02,No,>= 10000
424,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
425,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
426,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
427,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
428,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
429,Taif,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
430,Taif,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
431,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
432,Taif,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
433,Taif,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 60,Married,No,>= 05,No,< 5000
434,Taif,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 60,Married,No,>= 05,No,>= 7500
435,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 30,Divorced,No,>= 02,No,>= 10000
436,Taif,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 30,Divorced,No,>= 02,No,< 5000
437,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
438,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
439,Taif,Project,Emerging,NULL,166000,>= 1000,2019/03,Female,< 30,Single,No,< 02,No,< 5000
440,Jeddah,Project,Emerging,NULL,262000,>= 1000,2019/01,Female,>= 30,Married,No,< 02,No,< 5000
441,Taif,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 5000
442,Taif,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 10000
443,Taif,Social,Family,Government retired,60000,< 1000,2019/02,Male,>= 60,Married,No,>= 10,No,>= 7500
444,Taif,Social,Family,Government retired,60000,< 1000,2019/02,Male,>= 60,Married,No,>= 10,No,>= 5000
445,Taif,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
446,Taif,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
447,Taif,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 10000
